tau_1,tau_2,patch_acc_multi,patch_f1_macro,patch_pre_macro,patch_rec_macro,patch_f1_weighted,patch_pre_weighted,patch_rec_weighted,patch_f1_micro,patch_acc_bin,patch_f1_bin,patch_pre_bin,patch_rec_bin
0.19,0.15,0.9678,0.8524,0.8887,0.8293,0.967,0.9683,0.9678,0.9678,0.9754,0.8926,0.931,0.8571
0.19,0.16,0.9678,0.8524,0.8887,0.8293,0.967,0.9683,0.9678,0.9678,0.9754,0.8926,0.931,0.8571
0.19,0.17,0.9678,0.8524,0.8887,0.8293,0.967,0.9683,0.9678,0.9678,0.9754,0.8926,0.931,0.8571
0.19,0.18,0.9678,0.8524,0.8887,0.8293,0.967,0.9683,0.9678,0.9678,0.9754,0.8926,0.931,0.8571
0.19,0.19,0.9678,0.8524,0.8887,0.8293,0.967,0.9683,0.9678,0.9678,0.9754,0.8926,0.931,0.8571
0.2,0.0,0.9678,0.8509,0.8961,0.8201,0.9665,0.9676,0.9678,0.9678,0.9754,0.8908,0.9464,0.8413
0.2,0.01,0.8788,0.6803,0.6142,0.8367,0.9002,0.9384,0.8788,0.8788,0.8902,0.6667,0.5225,0.9206
0.2,0.02,0.9299,0.7504,0.6913,0.845,0.937,0.9495,0.9299,0.9299,0.9413,0.7891,0.6905,0.9206
0.2,0.03,0.9508,0.7951,0.7546,0.8484,0.9535,0.958,0.9508,0.9508,0.9621,0.8529,0.7945,0.9206
0.2,0.04,0.9564,0.8071,0.7849,0.8367,0.9578,0.9601,0.9564,0.9564,0.9678,0.8702,0.8382,0.9048
0.2,0.05,0.9621,0.8235,0.8277,0.8376,0.963,0.9664,0.9621,0.9621,0.9735,0.8906,0.8769,0.9048
0.2,0.06,0.9659,0.8493,0.8597,0.8557,0.9661,0.9686,0.9659,0.9659,0.9735,0.8889,0.8889,0.8889
0.2,0.07,0.9678,0.856,0.8708,0.8561,0.9677,0.9698,0.9678,0.9678,0.9754,0.896,0.9032,0.8889
0.2,0.08,0.9697,0.8645,0.8867,0.8564,0.9696,0.9715,0.9697,0.9697,0.9773,0.9032,0.918,0.8889
0.2,0.09,0.9697,0.8645,0.8867,0.8564,0.9696,0.9715,0.9697,0.9697,0.9773,0.9032,0.918,0.8889
0.2,0.1,0.9678,0.8539,0.8824,0.8385,0.9675,0.9692,0.9678,0.9678,0.9754,0.8943,0.9167,0.873
0.2,0.11,0.9659,0.8481,0.8813,0.829,0.9655,0.9672,0.9659,0.9659,0.9735,0.8852,0.9153,0.8571
0.2,0.12,0.9659,0.8481,0.8813,0.829,0.9655,0.9672,0.9659,0.9659,0.9735,0.8852,0.9153,0.8571
0.2,0.13,0.9678,0.8524,0.8887,0.8293,0.967,0.9683,0.9678,0.9678,0.9754,0.8926,0.931,0.8571
0.2,0.14,0.9678,0.8524,0.8887,0.8293,0.967,0.9683,0.9678,0.9678,0.9754,0.8926,0.931,0.8571
0.2,0.15,0.9678,0.8524,0.8887,0.8293,0.967,0.9683,0.9678,0.9678,0.9754,0.8926,0.931,0.8571
0.2,0.16,0.9678,0.8524,0.8887,0.8293,0.967,0.9683,0.9678,0.9678,0.9754,0.8926,0.931,0.8571
0.2,0.17,0.9678,0.8524,0.8887,0.8293,0.967,0.9683,0.9678,0.9678,0.9754,0.8926,0.931,0.8571
0.2,0.18,0.9678,0.8524,0.8887,0.8293,0.967,0.9683,0.9678,0.9678,0.9754,0.8926,0.931,0.8571
0.2,0.19,0.9678,0.8524,0.8887,0.8293,0.967,0.9683,0.9678,0.9678,0.9754,0.8926,0.931,0.8571
0.2,0.2,0.9678,0.8524,0.8887,0.8293,0.967,0.9683,0.9678,0.9678,0.9754,0.8926,0.931,0.8571
0.21,0.0,0.9678,0.8509,0.8961,0.8201,0.9665,0.9676,0.9678,0.9678,0.9754,0.8908,0.9464,0.8413
0.21,0.01,0.8788,0.6803,0.6142,0.8367,0.9002,0.9384,0.8788,0.8788,0.8902,0.6667,0.5225,0.9206
0.21,0.02,0.9299,0.7504,0.6913,0.845,0.937,0.9495,0.9299,0.9299,0.9413,0.7891,0.6905,0.9206
0.21,0.03,0.9508,0.7951,0.7546,0.8484,0.9535,0.958,0.9508,0.9508,0.9621,0.8529,0.7945,0.9206
0.21,0.04,0.9564,0.8071,0.7849,0.8367,0.9578,0.9601,0.9564,0.9564,0.9678,0.8702,0.8382,0.9048
0.21,0.05,0.9621,0.8235,0.8277,0.8376,0.963,0.9664,0.9621,0.9621,0.9735,0.8906,0.8769,0.9048
0.21,0.06,0.9659,0.8493,0.8597,0.8557,0.9661,0.9686,0.9659,0.9659,0.9735,0.8889,0.8889,0.8889
0.21,0.07,0.9678,0.856,0.8708,0.8561,0.9677,0.9698,0.9678,0.9678,0.9754,0.896,0.9032,0.8889
0.21,0.08,0.9697,0.8645,0.8867,0.8564,0.9696,0.9715,0.9697,0.9697,0.9773,0.9032,0.918,0.8889
0.21,0.09,0.9697,0.8645,0.8867,0.8564,0.9696,0.9715,0.9697,0.9697,0.9773,0.9032,0.918,0.8889
0.21,0.1,0.9678,0.8539,0.8824,0.8385,0.9675,0.9692,0.9678,0.9678,0.9754,0.8943,0.9167,0.873
0.21,0.11,0.9659,0.8481,0.8813,0.829,0.9655,0.9672,0.9659,0.9659,0.9735,0.8852,0.9153,0.8571
0.21,0.12,0.9659,0.8481,0.8813,0.829,0.9655,0.9672,0.9659,0.9659,0.9735,0.8852,0.9153,0.8571
0.21,0.13,0.9678,0.8524,0.8887,0.8293,0.967,0.9683,0.9678,0.9678,0.9754,0.8926,0.931,0.8571
0.21,0.14,0.9678,0.8524,0.8887,0.8293,0.967,0.9683,0.9678,0.9678,0.9754,0.8926,0.931,0.8571
0.21,0.15,0.9678,0.8524,0.8887,0.8293,0.967,0.9683,0.9678,0.9678,0.9754,0.8926,0.931,0.8571
0.21,0.16,0.9678,0.8524,0.8887,0.8293,0.967,0.9683,0.9678,0.9678,0.9754,0.8926,0.931,0.8571
0.21,0.17,0.9678,0.8524,0.8887,0.8293,0.967,0.9683,0.9678,0.9678,0.9754,0.8926,0.931,0.8571
0.21,0.18,0.9678,0.8524,0.8887,0.8293,0.967,0.9683,0.9678,0.9678,0.9754,0.8926,0.931,0.8571
0.21,0.19,0.9678,0.8524,0.8887,0.8293,0.967,0.9683,0.9678,0.9678,0.9754,0.8926,0.931,0.8571
0.21,0.2,0.9678,0.8524,0.8887,0.8293,0.967,0.9683,0.9678,0.9678,0.9754,0.8926,0.931,0.8571
0.21,0.21,0.9678,0.8524,0.8887,0.8293,0.967,0.9683,0.9678,0.9678,0.9754,0.8926,0.931,0.8571
0.22,0.0,0.9678,0.8509,0.8961,0.8201,0.9665,0.9676,0.9678,0.9678,0.9754,0.8908,0.9464,0.8413
0.22,0.01,0.8788,0.6803,0.6142,0.8367,0.9002,0.9384,0.8788,0.8788,0.8902,0.6667,0.5225,0.9206
0.22,0.02,0.9299,0.7504,0.6913,0.845,0.937,0.9495,0.9299,0.9299,0.9413,0.7891,0.6905,0.9206
0.22,0.03,0.9508,0.7951,0.7546,0.8484,0.9535,0.958,0.9508,0.9508,0.9621,0.8529,0.7945,0.9206
0.22,0.04,0.9564,0.8071,0.7849,0.8367,0.9578,0.9601,0.9564,0.9564,0.9678,0.8702,0.8382,0.9048
0.22,0.05,0.9621,0.8235,0.8277,0.8376,0.963,0.9664,0.9621,0.9621,0.9735,0.8906,0.8769,0.9048
0.22,0.06,0.9659,0.8493,0.8597,0.8557,0.9661,0.9686,0.9659,0.9659,0.9735,0.8889,0.8889,0.8889
0.22,0.07,0.9678,0.856,0.8708,0.8561,0.9677,0.9698,0.9678,0.9678,0.9754,0.896,0.9032,0.8889
0.22,0.08,0.9697,0.8645,0.8867,0.8564,0.9696,0.9715,0.9697,0.9697,0.9773,0.9032,0.918,0.8889
0.22,0.09,0.9697,0.8645,0.8867,0.8564,0.9696,0.9715,0.9697,0.9697,0.9773,0.9032,0.918,0.8889
0.22,0.1,0.9678,0.8539,0.8824,0.8385,0.9675,0.9692,0.9678,0.9678,0.9754,0.8943,0.9167,0.873
0.22,0.11,0.9659,0.8481,0.8813,0.829,0.9655,0.9672,0.9659,0.9659,0.9735,0.8852,0.9153,0.8571
0.22,0.12,0.9659,0.8481,0.8813,0.829,0.9655,0.9672,0.9659,0.9659,0.9735,0.8852,0.9153,0.8571
0.22,0.13,0.9678,0.8524,0.8887,0.8293,0.967,0.9683,0.9678,0.9678,0.9754,0.8926,0.931,0.8571
0.22,0.14,0.9678,0.8524,0.8887,0.8293,0.967,0.9683,0.9678,0.9678,0.9754,0.8926,0.931,0.8571
0.22,0.15,0.9678,0.8524,0.8887,0.8293,0.967,0.9683,0.9678,0.9678,0.9754,0.8926,0.931,0.8571
0.22,0.16,0.9678,0.8524,0.8887,0.8293,0.967,0.9683,0.9678,0.9678,0.9754,0.8926,0.931,0.8571
0.22,0.17,0.9678,0.8524,0.8887,0.8293,0.967,0.9683,0.9678,0.9678,0.9754,0.8926,0.931,0.8571
0.22,0.18,0.9678,0.8524,0.8887,0.8293,0.967,0.9683,0.9678,0.9678,0.9754,0.8926,0.931,0.8571
0.22,0.19,0.9678,0.8524,0.8887,0.8293,0.967,0.9683,0.9678,0.9678,0.9754,0.8926,0.931,0.8571
0.22,0.2,0.9678,0.8524,0.8887,0.8293,0.967,0.9683,0.9678,0.9678,0.9754,0.8926,0.931,0.8571
0.22,0.21,0.9678,0.8524,0.8887,0.8293,0.967,0.9683,0.9678,0.9678,0.9754,0.8926,0.931,0.8571
0.22,0.22,0.9678,0.8524,0.8887,0.8293,0.967,0.9683,0.9678,0.9678,0.9754,0.8926,0.931,0.8571
0.23,0.0,0.9678,0.8509,0.8961,0.8201,0.9665,0.9676,0.9678,0.9678,0.9754,0.8908,0.9464,0.8413
0.23,0.01,0.8788,0.6803,0.6142,0.8367,0.9002,0.9384,0.8788,0.8788,0.8902,0.6667,0.5225,0.9206
0.23,0.02,0.9299,0.7504,0.6913,0.845,0.937,0.9495,0.9299,0.9299,0.9413,0.7891,0.6905,0.9206
0.23,0.03,0.9508,0.7951,0.7546,0.8484,0.9535,0.958,0.9508,0.9508,0.9621,0.8529,0.7945,0.9206
0.23,0.04,0.9564,0.8071,0.7849,0.8367,0.9578,0.9601,0.9564,0.9564,0.9678,0.8702,0.8382,0.9048
0.23,0.05,0.9621,0.8235,0.8277,0.8376,0.963,0.9664,0.9621,0.9621,0.9735,0.8906,0.8769,0.9048
0.23,0.06,0.9659,0.8493,0.8597,0.8557,0.9661,0.9686,0.9659,0.9659,0.9735,0.8889,0.8889,0.8889
0.23,0.07,0.9678,0.856,0.8708,0.8561,0.9677,0.9698,0.9678,0.9678,0.9754,0.896,0.9032,0.8889
0.23,0.08,0.9697,0.8645,0.8867,0.8564,0.9696,0.9715,0.9697,0.9697,0.9773,0.9032,0.918,0.8889
0.23,0.09,0.9697,0.8645,0.8867,0.8564,0.9696,0.9715,0.9697,0.9697,0.9773,0.9032,0.918,0.8889
0.23,0.1,0.9678,0.8539,0.8824,0.8385,0.9675,0.9692,0.9678,0.9678,0.9754,0.8943,0.9167,0.873
0.23,0.11,0.9659,0.8481,0.8813,0.829,0.9655,0.9672,0.9659,0.9659,0.9735,0.8852,0.9153,0.8571
0.23,0.12,0.9659,0.8481,0.8813,0.829,0.9655,0.9672,0.9659,0.9659,0.9735,0.8852,0.9153,0.8571
0.23,0.13,0.9678,0.8524,0.8887,0.8293,0.967,0.9683,0.9678,0.9678,0.9754,0.8926,0.931,0.8571
0.23,0.14,0.9678,0.8524,0.8887,0.8293,0.967,0.9683,0.9678,0.9678,0.9754,0.8926,0.931,0.8571
0.23,0.15,0.9678,0.8524,0.8887,0.8293,0.967,0.9683,0.9678,0.9678,0.9754,0.8926,0.931,0.8571
0.23,0.16,0.9678,0.8524,0.8887,0.8293,0.967,0.9683,0.9678,0.9678,0.9754,0.8926,0.931,0.8571
0.23,0.17,0.9678,0.8524,0.8887,0.8293,0.967,0.9683,0.9678,0.9678,0.9754,0.8926,0.931,0.8571
0.23,0.18,0.9678,0.8524,0.8887,0.8293,0.967,0.9683,0.9678,0.9678,0.9754,0.8926,0.931,0.8571
0.23,0.19,0.9678,0.8524,0.8887,0.8293,0.967,0.9683,0.9678,0.9678,0.9754,0.8926,0.931,0.8571
0.23,0.2,0.9678,0.8524,0.8887,0.8293,0.967,0.9683,0.9678,0.9678,0.9754,0.8926,0.931,0.8571
0.23,0.21,0.9678,0.8524,0.8887,0.8293,0.967,0.9683,0.9678,0.9678,0.9754,0.8926,0.931,0.8571
0.23,0.22,0.9678,0.8524,0.8887,0.8293,0.967,0.9683,0.9678,0.9678,0.9754,0.8926,0.931,0.8571
0.23,0.23,0.9678,0.8524,0.8887,0.8293,0.967,0.9683,0.9678,0.9678,0.9754,0.8926,0.931,0.8571
0.24,0.0,0.9678,0.8509,0.8961,0.8201,0.9665,0.9676,0.9678,0.9678,0.9754,0.8908,0.9464,0.8413
0.24,0.01,0.8788,0.6803,0.6142,0.8367,0.9002,0.9384,0.8788,0.8788,0.8902,0.6667,0.5225,0.9206
0.24,0.02,0.9299,0.7504,0.6913,0.845,0.937,0.9495,0.9299,0.9299,0.9413,0.7891,0.6905,0.9206
0.24,0.03,0.9508,0.7951,0.7546,0.8484,0.9535,0.958,0.9508,0.9508,0.9621,0.8529,0.7945,0.9206
0.24,0.04,0.9564,0.8071,0.7849,0.8367,0.9578,0.9601,0.9564,0.9564,0.9678,0.8702,0.8382,0.9048
0.24,0.05,0.9621,0.8235,0.8277,0.8376,0.963,0.9664,0.9621,0.9621,0.9735,0.8906,0.8769,0.9048
0.24,0.06,0.9659,0.8493,0.8597,0.8557,0.9661,0.9686,0.9659,0.9659,0.9735,0.8889,0.8889,0.8889
0.24,0.07,0.9678,0.856,0.8708,0.8561,0.9677,0.9698,0.9678,0.9678,0.9754,0.896,0.9032,0.8889
0.24,0.08,0.9697,0.8645,0.8867,0.8564,0.9696,0.9715,0.9697,0.9697,0.9773,0.9032,0.918,0.8889
0.24,0.09,0.9697,0.8645,0.8867,0.8564,0.9696,0.9715,0.9697,0.9697,0.9773,0.9032,0.918,0.8889
0.24,0.1,0.9678,0.8539,0.8824,0.8385,0.9675,0.9692,0.9678,0.9678,0.9754,0.8943,0.9167,0.873
0.24,0.11,0.9659,0.8481,0.8813,0.829,0.9655,0.9672,0.9659,0.9659,0.9735,0.8852,0.9153,0.8571
0.24,0.12,0.9659,0.8481,0.8813,0.829,0.9655,0.9672,0.9659,0.9659,0.9735,0.8852,0.9153,0.8571
0.24,0.13,0.9678,0.8524,0.8887,0.8293,0.967,0.9683,0.9678,0.9678,0.9754,0.8926,0.931,0.8571
0.24,0.14,0.9678,0.8524,0.8887,0.8293,0.967,0.9683,0.9678,0.9678,0.9754,0.8926,0.931,0.8571
0.24,0.15,0.9678,0.8524,0.8887,0.8293,0.967,0.9683,0.9678,0.9678,0.9754,0.8926,0.931,0.8571
0.24,0.16,0.9678,0.8524,0.8887,0.8293,0.967,0.9683,0.9678,0.9678,0.9754,0.8926,0.931,0.8571
0.24,0.17,0.9678,0.8524,0.8887,0.8293,0.967,0.9683,0.9678,0.9678,0.9754,0.8926,0.931,0.8571
0.24,0.18,0.9678,0.8524,0.8887,0.8293,0.967,0.9683,0.9678,0.9678,0.9754,0.8926,0.931,0.8571
0.24,0.19,0.9678,0.8524,0.8887,0.8293,0.967,0.9683,0.9678,0.9678,0.9754,0.8926,0.931,0.8571
0.24,0.2,0.9678,0.8524,0.8887,0.8293,0.967,0.9683,0.9678,0.9678,0.9754,0.8926,0.931,0.8571
0.24,0.21,0.9678,0.8524,0.8887,0.8293,0.967,0.9683,0.9678,0.9678,0.9754,0.8926,0.931,0.8571
0.24,0.22,0.9678,0.8524,0.8887,0.8293,0.967,0.9683,0.9678,0.9678,0.9754,0.8926,0.931,0.8571
0.24,0.23,0.9678,0.8524,0.8887,0.8293,0.967,0.9683,0.9678,0.9678,0.9754,0.8926,0.931,0.8571
0.24,0.24,0.9697,0.8571,0.8973,0.8296,0.9687,0.9696,0.9697,0.9697,0.9773,0.9,0.9474,0.8571
0.25,0.0,0.9678,0.8509,0.8961,0.8201,0.9665,0.9676,0.9678,0.9678,0.9754,0.8908,0.9464,0.8413
0.25,0.01,0.8788,0.6803,0.6142,0.8367,0.9002,0.9384,0.8788,0.8788,0.8902,0.6667,0.5225,0.9206
0.25,0.02,0.9299,0.7504,0.6913,0.845,0.937,0.9495,0.9299,0.9299,0.9413,0.7891,0.6905,0.9206
0.25,0.03,0.9508,0.7951,0.7546,0.8484,0.9535,0.958,0.9508,0.9508,0.9621,0.8529,0.7945,0.9206
0.25,0.04,0.9564,0.8071,0.7849,0.8367,0.9578,0.9601,0.9564,0.9564,0.9678,0.8702,0.8382,0.9048
0.25,0.05,0.9621,0.8235,0.8277,0.8376,0.963,0.9664,0.9621,0.9621,0.9735,0.8906,0.8769,0.9048
0.25,0.06,0.9659,0.8493,0.8597,0.8557,0.9661,0.9686,0.9659,0.9659,0.9735,0.8889,0.8889,0.8889
0.25,0.07,0.9678,0.856,0.8708,0.8561,0.9677,0.9698,0.9678,0.9678,0.9754,0.896,0.9032,0.8889
0.25,0.08,0.9697,0.8645,0.8867,0.8564,0.9696,0.9715,0.9697,0.9697,0.9773,0.9032,0.918,0.8889
0.25,0.09,0.9697,0.8645,0.8867,0.8564,0.9696,0.9715,0.9697,0.9697,0.9773,0.9032,0.918,0.8889
0.25,0.1,0.9678,0.8539,0.8824,0.8385,0.9675,0.9692,0.9678,0.9678,0.9754,0.8943,0.9167,0.873
0.25,0.11,0.9659,0.8481,0.8813,0.829,0.9655,0.9672,0.9659,0.9659,0.9735,0.8852,0.9153,0.8571
0.25,0.12,0.9659,0.8481,0.8813,0.829,0.9655,0.9672,0.9659,0.9659,0.9735,0.8852,0.9153,0.8571
0.25,0.13,0.9678,0.8524,0.8887,0.8293,0.967,0.9683,0.9678,0.9678,0.9754,0.8926,0.931,0.8571
0.25,0.14,0.9678,0.8524,0.8887,0.8293,0.967,0.9683,0.9678,0.9678,0.9754,0.8926,0.931,0.8571
0.25,0.15,0.9678,0.8524,0.8887,0.8293,0.967,0.9683,0.9678,0.9678,0.9754,0.8926,0.931,0.8571
0.25,0.16,0.9678,0.8524,0.8887,0.8293,0.967,0.9683,0.9678,0.9678,0.9754,0.8926,0.931,0.8571
0.25,0.17,0.9678,0.8524,0.8887,0.8293,0.967,0.9683,0.9678,0.9678,0.9754,0.8926,0.931,0.8571
0.25,0.18,0.9678,0.8524,0.8887,0.8293,0.967,0.9683,0.9678,0.9678,0.9754,0.8926,0.931,0.8571
0.25,0.19,0.9678,0.8524,0.8887,0.8293,0.967,0.9683,0.9678,0.9678,0.9754,0.8926,0.931,0.8571
0.25,0.2,0.9678,0.8524,0.8887,0.8293,0.967,0.9683,0.9678,0.9678,0.9754,0.8926,0.931,0.8571
0.25,0.21,0.9678,0.8524,0.8887,0.8293,0.967,0.9683,0.9678,0.9678,0.9754,0.8926,0.931,0.8571
0.25,0.22,0.9678,0.8524,0.8887,0.8293,0.967,0.9683,0.9678,0.9678,0.9754,0.8926,0.931,0.8571
0.25,0.23,0.9678,0.8524,0.8887,0.8293,0.967,0.9683,0.9678,0.9678,0.9754,0.8926,0.931,0.8571
0.25,0.24,0.9697,0.8571,0.8973,0.8296,0.9687,0.9696,0.9697,0.9697,0.9773,0.9,0.9474,0.8571
0.25,0.25,0.9678,0.8509,0.8961,0.8201,0.9665,0.9676,0.9678,0.9678,0.9754,0.8908,0.9464,0.8413
0.26,0.0,0.9678,0.8509,0.8961,0.8201,0.9665,0.9676,0.9678,0.9678,0.9754,0.8908,0.9464,0.8413
0.26,0.01,0.8788,0.6803,0.6142,0.8367,0.9002,0.9384,0.8788,0.8788,0.8902,0.6667,0.5225,0.9206
0.26,0.02,0.9299,0.7504,0.6913,0.845,0.937,0.9495,0.9299,0.9299,0.9413,0.7891,0.6905,0.9206
0.26,0.03,0.9508,0.7951,0.7546,0.8484,0.9535,0.958,0.9508,0.9508,0.9621,0.8529,0.7945,0.9206
0.26,0.04,0.9564,0.8071,0.7849,0.8367,0.9578,0.9601,0.9564,0.9564,0.9678,0.8702,0.8382,0.9048
0.26,0.05,0.9621,0.8235,0.8277,0.8376,0.963,0.9664,0.9621,0.9621,0.9735,0.8906,0.8769,0.9048
0.26,0.06,0.9659,0.8493,0.8597,0.8557,0.9661,0.9686,0.9659,0.9659,0.9735,0.8889,0.8889,0.8889
0.26,0.07,0.9678,0.856,0.8708,0.8561,0.9677,0.9698,0.9678,0.9678,0.9754,0.896,0.9032,0.8889
0.26,0.08,0.9697,0.8645,0.8867,0.8564,0.9696,0.9715,0.9697,0.9697,0.9773,0.9032,0.918,0.8889
0.26,0.09,0.9697,0.8645,0.8867,0.8564,0.9696,0.9715,0.9697,0.9697,0.9773,0.9032,0.918,0.8889
0.26,0.1,0.9678,0.8539,0.8824,0.8385,0.9675,0.9692,0.9678,0.9678,0.9754,0.8943,0.9167,0.873
0.26,0.11,0.9659,0.8481,0.8813,0.829,0.9655,0.9672,0.9659,0.9659,0.9735,0.8852,0.9153,0.8571
0.26,0.12,0.9659,0.8481,0.8813,0.829,0.9655,0.9672,0.9659,0.9659,0.9735,0.8852,0.9153,0.8571
0.26,0.13,0.9678,0.8524,0.8887,0.8293,0.967,0.9683,0.9678,0.9678,0.9754,0.8926,0.931,0.8571
0.26,0.14,0.9678,0.8524,0.8887,0.8293,0.967,0.9683,0.9678,0.9678,0.9754,0.8926,0.931,0.8571
0.26,0.15,0.9678,0.8524,0.8887,0.8293,0.967,0.9683,0.9678,0.9678,0.9754,0.8926,0.931,0.8571
0.26,0.16,0.9678,0.8524,0.8887,0.8293,0.967,0.9683,0.9678,0.9678,0.9754,0.8926,0.931,0.8571
0.26,0.17,0.9678,0.8524,0.8887,0.8293,0.967,0.9683,0.9678,0.9678,0.9754,0.8926,0.931,0.8571
0.26,0.18,0.9678,0.8524,0.8887,0.8293,0.967,0.9683,0.9678,0.9678,0.9754,0.8926,0.931,0.8571
0.26,0.19,0.9678,0.8524,0.8887,0.8293,0.967,0.9683,0.9678,0.9678,0.9754,0.8926,0.931,0.8571
0.26,0.2,0.9678,0.8524,0.8887,0.8293,0.967,0.9683,0.9678,0.9678,0.9754,0.8926,0.931,0.8571
0.26,0.21,0.9678,0.8524,0.8887,0.8293,0.967,0.9683,0.9678,0.9678,0.9754,0.8926,0.931,0.8571
0.26,0.22,0.9678,0.8524,0.8887,0.8293,0.967,0.9683,0.9678,0.9678,0.9754,0.8926,0.931,0.8571
0.26,0.23,0.9678,0.8524,0.8887,0.8293,0.967,0.9683,0.9678,0.9678,0.9754,0.8926,0.931,0.8571
0.26,0.24,0.9697,0.8571,0.8973,0.8296,0.9687,0.9696,0.9697,0.9697,0.9773,0.9,0.9474,0.8571
0.26,0.25,0.9678,0.8509,0.8961,0.8201,0.9665,0.9676,0.9678,0.9678,0.9754,0.8908,0.9464,0.8413
0.26,0.26,0.9678,0.8509,0.8961,0.8201,0.9665,0.9676,0.9678,0.9678,0.9754,0.8908,0.9464,0.8413
0.27,0.0,0.9678,0.8509,0.8961,0.8201,0.9665,0.9676,0.9678,0.9678,0.9754,0.8908,0.9464,0.8413
0.27,0.01,0.8788,0.6803,0.6142,0.8367,0.9002,0.9384,0.8788,0.8788,0.8902,0.6667,0.5225,0.9206
0.27,0.02,0.9299,0.7504,0.6913,0.845,0.937,0.9495,0.9299,0.9299,0.9413,0.7891,0.6905,0.9206
0.27,0.03,0.9508,0.7951,0.7546,0.8484,0.9535,0.958,0.9508,0.9508,0.9621,0.8529,0.7945,0.9206
0.27,0.04,0.9564,0.8071,0.7849,0.8367,0.9578,0.9601,0.9564,0.9564,0.9678,0.8702,0.8382,0.9048
0.27,0.05,0.9621,0.8235,0.8277,0.8376,0.963,0.9664,0.9621,0.9621,0.9735,0.8906,0.8769,0.9048
0.27,0.06,0.9659,0.8493,0.8597,0.8557,0.9661,0.9686,0.9659,0.9659,0.9735,0.8889,0.8889,0.8889
0.27,0.07,0.9678,0.856,0.8708,0.8561,0.9677,0.9698,0.9678,0.9678,0.9754,0.896,0.9032,0.8889
0.27,0.08,0.9697,0.8645,0.8867,0.8564,0.9696,0.9715,0.9697,0.9697,0.9773,0.9032,0.918,0.8889
0.27,0.09,0.9697,0.8645,0.8867,0.8564,0.9696,0.9715,0.9697,0.9697,0.9773,0.9032,0.918,0.8889
0.27,0.1,0.9678,0.8539,0.8824,0.8385,0.9675,0.9692,0.9678,0.9678,0.9754,0.8943,0.9167,0.873
0.27,0.11,0.9659,0.8481,0.8813,0.829,0.9655,0.9672,0.9659,0.9659,0.9735,0.8852,0.9153,0.8571
0.27,0.12,0.9659,0.8481,0.8813,0.829,0.9655,0.9672,0.9659,0.9659,0.9735,0.8852,0.9153,0.8571
0.27,0.13,0.9678,0.8524,0.8887,0.8293,0.967,0.9683,0.9678,0.9678,0.9754,0.8926,0.931,0.8571
0.27,0.14,0.9678,0.8524,0.8887,0.8293,0.967,0.9683,0.9678,0.9678,0.9754,0.8926,0.931,0.8571
0.27,0.15,0.9678,0.8524,0.8887,0.8293,0.967,0.9683,0.9678,0.9678,0.9754,0.8926,0.931,0.8571
0.27,0.16,0.9678,0.8524,0.8887,0.8293,0.967,0.9683,0.9678,0.9678,0.9754,0.8926,0.931,0.8571
0.27,0.17,0.9678,0.8524,0.8887,0.8293,0.967,0.9683,0.9678,0.9678,0.9754,0.8926,0.931,0.8571
0.27,0.18,0.9678,0.8524,0.8887,0.8293,0.967,0.9683,0.9678,0.9678,0.9754,0.8926,0.931,0.8571
0.27,0.19,0.9678,0.8524,0.8887,0.8293,0.967,0.9683,0.9678,0.9678,0.9754,0.8926,0.931,0.8571
0.27,0.2,0.9678,0.8524,0.8887,0.8293,0.967,0.9683,0.9678,0.9678,0.9754,0.8926,0.931,0.8571
0.27,0.21,0.9678,0.8524,0.8887,0.8293,0.967,0.9683,0.9678,0.9678,0.9754,0.8926,0.931,0.8571
0.27,0.22,0.9678,0.8524,0.8887,0.8293,0.967,0.9683,0.9678,0.9678,0.9754,0.8926,0.931,0.8571
0.27,0.23,0.9678,0.8524,0.8887,0.8293,0.967,0.9683,0.9678,0.9678,0.9754,0.8926,0.931,0.8571
0.27,0.24,0.9697,0.8571,0.8973,0.8296,0.9687,0.9696,0.9697,0.9697,0.9773,0.9,0.9474,0.8571
0.27,0.25,0.9678,0.8509,0.8961,0.8201,0.9665,0.9676,0.9678,0.9678,0.9754,0.8908,0.9464,0.8413
0.27,0.26,0.9678,0.8509,0.8961,0.8201,0.9665,0.9676,0.9678,0.9678,0.9754,0.8908,0.9464,0.8413
0.27,0.27,0.9678,0.8509,0.8961,0.8201,0.9665,0.9676,0.9678,0.9678,0.9754,0.8908,0.9464,0.8413
0.28,0.0,0.9678,0.8509,0.8961,0.8201,0.9665,0.9676,0.9678,0.9678,0.9754,0.8908,0.9464,0.8413
0.28,0.01,0.8788,0.6803,0.6142,0.8367,0.9002,0.9384,0.8788,0.8788,0.8902,0.6667,0.5225,0.9206
0.28,0.02,0.9299,0.7504,0.6913,0.845,0.937,0.9495,0.9299,0.9299,0.9413,0.7891,0.6905,0.9206
0.28,0.03,0.9508,0.7951,0.7546,0.8484,0.9535,0.958,0.9508,0.9508,0.9621,0.8529,0.7945,0.9206
0.28,0.04,0.9564,0.8071,0.7849,0.8367,0.9578,0.9601,0.9564,0.9564,0.9678,0.8702,0.8382,0.9048
0.28,0.05,0.9621,0.8235,0.8277,0.8376,0.963,0.9664,0.9621,0.9621,0.9735,0.8906,0.8769,0.9048
0.28,0.06,0.9659,0.8493,0.8597,0.8557,0.9661,0.9686,0.9659,0.9659,0.9735,0.8889,0.8889,0.8889
