tau_1,tau_2,patch_acc_multi,patch_f1_macro,patch_pre_macro,patch_rec_macro,patch_f1_weighted,patch_pre_weighted,patch_rec_weighted,patch_f1_micro,patch_acc_bin,patch_f1_bin,patch_pre_bin,patch_rec_bin
0.52,0.3,0.9815,0.8619,0.8753,0.8496,0.9813,0.9812,0.9815,0.9815,0.9842,0.8754,0.8891,0.8621
0.52,0.31,0.9814,0.8607,0.875,0.8478,0.9812,0.9811,0.9814,0.9814,0.9841,0.8742,0.8889,0.86
0.52,0.32,0.9814,0.8604,0.8777,0.845,0.9811,0.981,0.9814,0.9814,0.9841,0.8737,0.8922,0.856
0.52,0.33,0.9815,0.8609,0.8785,0.845,0.9813,0.9812,0.9815,0.9815,0.9842,0.8746,0.8941,0.856
0.52,0.34,0.9815,0.8607,0.8821,0.8417,0.9812,0.9811,0.9815,0.9815,0.9841,0.8729,0.8972,0.8499
0.52,0.35,0.9812,0.8598,0.8846,0.838,0.9809,0.9808,0.9812,0.9812,0.9837,0.8694,0.8966,0.8438
0.52,0.36,0.981,0.8582,0.8842,0.8355,0.9806,0.9805,0.981,0.981,0.9835,0.867,0.8961,0.8398
0.52,0.37,0.981,0.8582,0.8842,0.8355,0.9806,0.9805,0.981,0.981,0.9835,0.867,0.8961,0.8398
0.52,0.38,0.981,0.8582,0.8842,0.8355,0.9806,0.9805,0.981,0.981,0.9835,0.867,0.8961,0.8398
0.52,0.39,0.9807,0.8564,0.8837,0.8323,0.9803,0.9802,0.9807,0.9807,0.9832,0.8646,0.8957,0.8357
0.52,0.4,0.9807,0.8564,0.8837,0.8323,0.9803,0.9802,0.9807,0.9807,0.9832,0.8646,0.8957,0.8357
0.52,0.41,0.9809,0.8578,0.8887,0.8308,0.9805,0.9803,0.9809,0.9809,0.9833,0.8653,0.8993,0.8337
0.52,0.42,0.9807,0.8556,0.8881,0.8273,0.9803,0.9802,0.9807,0.9807,0.9832,0.8641,0.8991,0.8316
0.52,0.43,0.9807,0.8556,0.8881,0.8273,0.9803,0.9802,0.9807,0.9807,0.9832,0.8641,0.8991,0.8316
0.52,0.44,0.981,0.8561,0.8916,0.8256,0.9805,0.9804,0.981,0.981,0.9835,0.8656,0.9049,0.8296
0.52,0.45,0.9807,0.8542,0.8911,0.8225,0.9802,0.9801,0.9807,0.9807,0.9832,0.8632,0.9044,0.8256
0.52,0.46,0.9805,0.853,0.8907,0.8204,0.9799,0.9798,0.9805,0.9805,0.9829,0.8608,0.904,0.8215
0.52,0.47,0.9803,0.8518,0.8943,0.8155,0.9798,0.9796,0.9803,0.9803,0.9828,0.859,0.9074,0.8154
0.52,0.48,0.9801,0.8499,0.8938,0.8127,0.9795,0.9793,0.9801,0.9801,0.9826,0.8565,0.907,0.8114
0.52,0.49,0.9801,0.8497,0.8946,0.8117,0.9794,0.9793,0.9801,0.9801,0.9826,0.8562,0.9089,0.8093
0.52,0.5,0.9798,0.8478,0.8941,0.8089,0.9791,0.979,0.9798,0.9798,0.9823,0.8538,0.9085,0.8053
0.52,0.51,0.9798,0.8478,0.8941,0.8089,0.9791,0.979,0.9798,0.9798,0.9823,0.8538,0.9085,0.8053
0.52,0.52,0.9798,0.8488,0.8983,0.8073,0.9791,0.979,0.9798,0.9798,0.9822,0.8522,0.9101,0.8012
0.53,0.0,0.9802,0.8504,0.9017,0.8074,0.9795,0.9794,0.9802,0.9802,0.9826,0.855,0.9165,0.8012
0.53,0.01,0.9563,0.7902,0.7195,0.9032,0.9616,0.9725,0.9563,0.9563,0.9599,0.7552,0.6209,0.9635
0.53,0.02,0.9678,0.8204,0.7634,0.8995,0.9705,0.9758,0.9678,0.9678,0.9714,0.8097,0.7059,0.9493
0.53,0.03,0.9736,0.8451,0.8008,0.9034,0.9752,0.9785,0.9736,0.9736,0.9766,0.8378,0.7536,0.9432
0.53,0.04,0.9755,0.8499,0.8106,0.8998,0.9768,0.9793,0.9755,0.9755,0.9785,0.8485,0.7752,0.9371
0.53,0.05,0.977,0.8547,0.8195,0.8983,0.978,0.98,0.977,0.977,0.9799,0.8569,0.7907,0.9351
0.53,0.06,0.978,0.857,0.828,0.8925,0.9789,0.9805,0.978,0.978,0.981,0.8625,0.8049,0.929
0.53,0.07,0.9793,0.8618,0.8361,0.8928,0.98,0.9813,0.9793,0.9793,0.9823,0.8707,0.8193,0.929
0.53,0.08,0.9794,0.8606,0.8385,0.8874,0.9801,0.9812,0.9794,0.9794,0.9824,0.8708,0.8243,0.9229
0.53,0.09,0.9798,0.8602,0.8398,0.884,0.9803,0.9812,0.9798,0.9798,0.9828,0.8726,0.8324,0.9168
0.53,0.1,0.9806,0.8627,0.8448,0.8832,0.981,0.9817,0.9806,0.9806,0.9836,0.8774,0.843,0.9148
0.53,0.11,0.9811,0.8641,0.8496,0.8805,0.9814,0.9819,0.9811,0.9811,0.9841,0.8804,0.852,0.9108
0.53,0.12,0.9814,0.8659,0.8525,0.8811,0.9817,0.9821,0.9814,0.9814,0.9842,0.881,0.855,0.9087
0.53,0.13,0.9816,0.8665,0.8546,0.8802,0.9819,0.9822,0.9816,0.9816,0.9845,0.8825,0.8596,0.9067
0.53,0.14,0.9819,0.8684,0.8582,0.8802,0.9821,0.9824,0.9819,0.9819,0.9846,0.8832,0.8627,0.9047
0.53,0.15,0.982,0.869,0.8606,0.8787,0.9822,0.9825,0.982,0.982,0.9848,0.8838,0.8658,0.9026
0.53,0.16,0.9819,0.8682,0.8603,0.8772,0.9821,0.9823,0.9819,0.9819,0.9846,0.8827,0.8655,0.9006
0.53,0.17,0.982,0.8683,0.8623,0.8752,0.9821,0.9823,0.982,0.982,0.9848,0.8831,0.8701,0.8966
0.53,0.18,0.9818,0.8666,0.8618,0.8721,0.9819,0.982,0.9818,0.9818,0.9845,0.8809,0.8696,0.8925
0.53,0.19,0.9822,0.8688,0.866,0.8722,0.9822,0.9824,0.9822,0.9822,0.9849,0.8835,0.8748,0.8925
0.53,0.2,0.982,0.868,0.8665,0.8702,0.9821,0.9822,0.982,0.982,0.9848,0.8822,0.876,0.8884
0.53,0.21,0.9824,0.8702,0.8705,0.8703,0.9824,0.9825,0.9824,0.9824,0.9852,0.8848,0.8813,0.8884
0.53,0.22,0.9823,0.8686,0.8708,0.8669,0.9823,0.9823,0.9823,0.9823,0.985,0.8835,0.8826,0.8844
0.53,0.23,0.9822,0.8675,0.8704,0.8651,0.9821,0.9821,0.9822,0.9822,0.9849,0.8824,0.8824,0.8824
0.53,0.24,0.982,0.8657,0.8706,0.8615,0.982,0.982,0.982,0.982,0.9848,0.881,0.8837,0.8783
0.53,0.25,0.9823,0.8673,0.8739,0.8615,0.9822,0.9822,0.9823,0.9823,0.985,0.8828,0.8873,0.8783
0.53,0.26,0.9823,0.8671,0.875,0.86,0.9822,0.9821,0.9823,0.9823,0.985,0.8825,0.8889,0.8763
0.53,0.27,0.9826,0.8684,0.8775,0.86,0.9824,0.9824,0.9826,0.9826,0.9853,0.8843,0.8926,0.8763
0.53,0.28,0.9823,0.8665,0.8785,0.8557,0.9821,0.9821,0.9823,0.9823,0.985,0.8818,0.8938,0.8702
0.53,0.29,0.982,0.8645,0.878,0.8523,0.9819,0.9818,0.982,0.982,0.9848,0.8795,0.8933,0.8661
0.53,0.3,0.9818,0.863,0.8775,0.8497,0.9816,0.9815,0.9818,0.9818,0.9845,0.8772,0.8929,0.8621
0.53,0.31,0.9816,0.8618,0.8772,0.8479,0.9814,0.9813,0.9816,0.9816,0.9844,0.876,0.8926,0.86
0.53,0.32,0.9816,0.8616,0.8799,0.8451,0.9814,0.9813,0.9816,0.9816,0.9844,0.8755,0.896,0.856
0.53,0.33,0.9818,0.862,0.8807,0.8451,0.9815,0.9814,0.9818,0.9818,0.9845,0.8764,0.8979,0.856
0.53,0.34,0.9818,0.8618,0.8843,0.8418,0.9815,0.9813,0.9818,0.9818,0.9844,0.8747,0.9011,0.8499
0.53,0.35,0.9815,0.8609,0.8869,0.8381,0.9812,0.981,0.9815,0.9815,0.984,0.8712,0.9004,0.8438
0.53,0.36,0.9812,0.8594,0.8864,0.8355,0.9809,0.9807,0.9812,0.9812,0.9837,0.8688,0.9,0.8398
0.53,0.37,0.9812,0.8594,0.8864,0.8355,0.9809,0.9807,0.9812,0.9812,0.9837,0.8688,0.9,0.8398
0.53,0.38,0.9812,0.8594,0.8864,0.8355,0.9809,0.9807,0.9812,0.9812,0.9837,0.8688,0.9,0.8398
0.53,0.39,0.981,0.8575,0.886,0.8324,0.9806,0.9804,0.981,0.981,0.9835,0.8665,0.8996,0.8357
0.53,0.4,0.981,0.8575,0.886,0.8324,0.9806,0.9804,0.981,0.981,0.9835,0.8665,0.8996,0.8357
0.53,0.41,0.9811,0.8589,0.8909,0.8309,0.9807,0.9805,0.9811,0.9811,0.9836,0.8671,0.9033,0.8337
0.53,0.42,0.981,0.8567,0.8904,0.8274,0.9805,0.9804,0.981,0.981,0.9835,0.8659,0.9031,0.8316
0.53,0.43,0.981,0.8567,0.8904,0.8274,0.9805,0.9804,0.981,0.981,0.9835,0.8659,0.9031,0.8316
0.53,0.44,0.9812,0.8572,0.8939,0.8256,0.9808,0.9806,0.9812,0.9812,0.9837,0.8674,0.9089,0.8296
0.53,0.45,0.981,0.8553,0.8934,0.8225,0.9805,0.9803,0.981,0.981,0.9835,0.865,0.9085,0.8256
0.53,0.46,0.9807,0.8541,0.893,0.8205,0.9802,0.98,0.9807,0.9807,0.9832,0.8626,0.9081,0.8215
0.53,0.47,0.9806,0.8529,0.8966,0.8156,0.98,0.9799,0.9806,0.9806,0.9831,0.8608,0.9116,0.8154
0.53,0.48,0.9803,0.851,0.8962,0.8128,0.9797,0.9796,0.9803,0.9803,0.9828,0.8584,0.9112,0.8114
0.53,0.49,0.9803,0.8509,0.8969,0.8118,0.9797,0.9795,0.9803,0.9803,0.9828,0.8581,0.913,0.8093
0.53,0.5,0.9801,0.849,0.8965,0.8089,0.9794,0.9792,0.9801,0.9801,0.9826,0.8556,0.9126,0.8053
0.53,0.51,0.9801,0.849,0.8965,0.8089,0.9794,0.9792,0.9801,0.9801,0.9826,0.8556,0.9126,0.8053
0.53,0.52,0.9801,0.85,0.9007,0.8074,0.9794,0.9792,0.9801,0.9801,0.9824,0.8541,0.9144,0.8012
0.53,0.53,0.9802,0.8504,0.9017,0.8074,0.9795,0.9794,0.9802,0.9802,0.9826,0.855,0.9165,0.8012
0.54,0.0,0.9801,0.8489,0.9027,0.8041,0.9793,0.9792,0.9801,0.9801,0.9824,0.8534,0.9182,0.7972
0.54,0.01,0.9563,0.7902,0.7195,0.9032,0.9616,0.9725,0.9563,0.9563,0.9599,0.7552,0.6209,0.9635
0.54,0.02,0.9678,0.8204,0.7634,0.8995,0.9705,0.9758,0.9678,0.9678,0.9714,0.8097,0.7059,0.9493
0.54,0.03,0.9736,0.8451,0.8008,0.9034,0.9752,0.9785,0.9736,0.9736,0.9766,0.8378,0.7536,0.9432
0.54,0.04,0.9755,0.8499,0.8106,0.8998,0.9768,0.9793,0.9755,0.9755,0.9785,0.8485,0.7752,0.9371
0.54,0.05,0.977,0.8547,0.8195,0.8983,0.978,0.98,0.977,0.977,0.9799,0.8569,0.7907,0.9351
0.54,0.06,0.9783,0.8583,0.8303,0.8926,0.9791,0.9807,0.9783,0.9783,0.9812,0.8642,0.8078,0.929
0.54,0.07,0.9796,0.8631,0.8383,0.8928,0.9802,0.9815,0.9796,0.9796,0.9826,0.8724,0.8223,0.929
0.54,0.08,0.9797,0.8619,0.8408,0.8874,0.9803,0.9814,0.9797,0.9797,0.9827,0.8725,0.8273,0.9229
0.54,0.09,0.9801,0.8615,0.8421,0.884,0.9806,0.9814,0.9801,0.9801,0.9831,0.8743,0.8355,0.9168
0.54,0.1,0.9809,0.864,0.8472,0.8832,0.9813,0.9819,0.9809,0.9809,0.9839,0.8791,0.8462,0.9148
0.54,0.11,0.9814,0.8654,0.852,0.8805,0.9817,0.9821,0.9814,0.9814,0.9844,0.8821,0.8552,0.9108
0.54,0.12,0.9816,0.8672,0.8549,0.8812,0.9819,0.9823,0.9816,0.9816,0.9845,0.8828,0.8582,0.9087
0.54,0.13,0.9819,0.8679,0.857,0.8802,0.9821,0.9824,0.9819,0.9819,0.9848,0.8843,0.8629,0.9067
0.54,0.14,0.9822,0.8698,0.8606,0.8803,0.9823,0.9826,0.9822,0.9822,0.9849,0.8849,0.866,0.9047
0.54,0.15,0.9823,0.8704,0.863,0.8788,0.9824,0.9827,0.9823,0.9823,0.985,0.8856,0.8691,0.9026
0.54,0.16,0.9822,0.8695,0.8628,0.8772,0.9823,0.9825,0.9822,0.9822,0.9849,0.8845,0.8689,0.9006
0.54,0.17,0.9823,0.8696,0.8648,0.8753,0.9824,0.9825,0.9823,0.9823,0.985,0.8849,0.8735,0.8966
0.54,0.18,0.982,0.8679,0.8643,0.8722,0.9821,0.9822,0.982,0.982,0.9848,0.8826,0.873,0.8925
0.54,0.19,0.9824,0.8701,0.8685,0.8723,0.9825,0.9826,0.9824,0.9824,0.9852,0.8853,0.8782,0.8925
0.54,0.2,0.9823,0.8694,0.869,0.8703,0.9823,0.9824,0.9823,0.9823,0.985,0.884,0.8795,0.8884
0.54,0.21,0.9827,0.8715,0.8731,0.8704,0.9827,0.9827,0.9827,0.9827,0.9854,0.8866,0.8848,0.8884
0.54,0.22,0.9826,0.87,0.8734,0.867,0.9825,0.9825,0.9826,0.9826,0.9853,0.8853,0.8862,0.8844
0.54,0.23,0.9824,0.8689,0.873,0.8652,0.9824,0.9824,0.9824,0.9824,0.9852,0.8841,0.8859,0.8824
0.54,0.24,0.9823,0.8671,0.8732,0.8615,0.9822,0.9822,0.9823,0.9823,0.985,0.8828,0.8873,0.8783
0.54,0.25,0.9826,0.8687,0.8765,0.8616,0.9825,0.9824,0.9826,0.9826,0.9853,0.8846,0.8909,0.8783
0.54,0.26,0.9824,0.8678,0.8763,0.86,0.9823,0.9823,0.9824,0.9824,0.9852,0.8834,0.8907,0.8763
0.54,0.27,0.9827,0.869,0.8788,0.8601,0.9826,0.9825,0.9827,0.9827,0.9854,0.8852,0.8944,0.8763
0.54,0.28,0.9824,0.8672,0.8798,0.8557,0.9823,0.9822,0.9824,0.9824,0.9852,0.8827,0.8956,0.8702
0.54,0.29,0.982,0.864,0.879,0.8505,0.9818,0.9817,0.982,0.982,0.9848,0.8793,0.895,0.8641
0.54,0.3,0.9818,0.8625,0.8786,0.8479,0.9816,0.9814,0.9818,0.9818,0.9845,0.8769,0.8945,0.86
0.54,0.31,0.9816,0.8614,0.8783,0.8461,0.9814,0.9813,0.9816,0.9816,0.9844,0.8758,0.8943,0.858
0.54,0.32,0.9816,0.8611,0.881,0.8433,0.9814,0.9812,0.9816,0.9816,0.9844,0.8753,0.8977,0.854
0.54,0.33,0.9818,0.8615,0.8818,0.8433,0.9815,0.9813,0.9818,0.9818,0.9845,0.8762,0.8996,0.854
0.54,0.34,0.9818,0.8613,0.8854,0.84,0.9814,0.9813,0.9818,0.9818,0.9844,0.8745,0.9028,0.8479
0.54,0.35,0.9815,0.8604,0.888,0.8363,0.9811,0.981,0.9815,0.9815,0.984,0.8709,0.9022,0.8418
0.54,0.36,0.9812,0.8588,0.8875,0.8337,0.9808,0.9807,0.9812,0.9812,0.9837,0.8686,0.9017,0.8377
0.54,0.37,0.9812,0.8588,0.8875,0.8337,0.9808,0.9807,0.9812,0.9812,0.9837,0.8686,0.9017,0.8377
0.54,0.38,0.9812,0.8588,0.8875,0.8337,0.9808,0.9807,0.9812,0.9812,0.9837,0.8686,0.9017,0.8377
0.54,0.39,0.981,0.857,0.8871,0.8306,0.9806,0.9804,0.981,0.981,0.9835,0.8662,0.9013,0.8337
0.54,0.4,0.981,0.857,0.8871,0.8306,0.9806,0.9804,0.981,0.981,0.9835,0.8662,0.9013,0.8337
0.54,0.41,0.9811,0.8584,0.8921,0.8291,0.9807,0.9805,0.9811,0.9811,0.9836,0.8668,0.9051,0.8316
0.54,0.42,0.981,0.8562,0.8915,0.8256,0.9805,0.9804,0.981,0.981,0.9835,0.8656,0.9049,0.8296
0.54,0.43,0.981,0.8562,0.8915,0.8256,0.9805,0.9804,0.981,0.981,0.9835,0.8656,0.9049,0.8296
0.54,0.44,0.9812,0.8567,0.8951,0.8238,0.9807,0.9806,0.9812,0.9812,0.9837,0.8672,0.9107,0.8276
0.54,0.45,0.981,0.8548,0.8946,0.8207,0.9804,0.9803,0.981,0.981,0.9835,0.8647,0.9103,0.8235
0.54,0.46,0.9807,0.8535,0.8942,0.8187,0.9802,0.98,0.9807,0.9807,0.9832,0.8623,0.9099,0.8195
0.54,0.47,0.9806,0.8524,0.8979,0.8138,0.98,0.9798,0.9806,0.9806,0.9831,0.8605,0.9134,0.8134
0.54,0.48,0.9803,0.8505,0.8974,0.8109,0.9797,0.9795,0.9803,0.9803,0.9828,0.8581,0.913,0.8093
0.54,0.49,0.9803,0.8503,0.8981,0.81,0.9796,0.9795,0.9803,0.9803,0.9828,0.8578,0.9149,0.8073
0.54,0.5,0.9801,0.8484,0.8977,0.8071,0.9794,0.9792,0.9801,0.9801,0.9826,0.8553,0.9145,0.8032
0.54,0.51,0.9801,0.8484,0.8977,0.8071,0.9794,0.9792,0.9801,0.9801,0.9826,0.8553,0.9145,0.8032
0.54,0.52,0.9801,0.8494,0.9019,0.8056,0.9793,0.9792,0.9801,0.9801,0.9824,0.8537,0.9163,0.7992
0.54,0.53,0.9802,0.8498,0.9029,0.8056,0.9794,0.9793,0.9802,0.9802,0.9826,0.8547,0.9184,0.7992
0.54,0.54,0.9801,0.8489,0.9027,0.8041,0.9793,0.9792,0.9801,0.9801,0.9824,0.8534,0.9182,0.7972
0.55,0.0,0.9801,0.8474,0.9044,0.8006,0.9793,0.9792,0.9801,0.9801,0.9824,0.8531,0.9202,0.7951
0.55,0.01,0.9565,0.7914,0.7214,0.9033,0.9619,0.9727,0.9565,0.9565,0.9602,0.7564,0.6225,0.9635
0.55,0.02,0.9681,0.8217,0.7655,0.8996,0.9707,0.9759,0.9681,0.9681,0.9716,0.8111,0.708,0.9493
0.55,0.03,0.9738,0.8464,0.8031,0.9035,0.9754,0.9787,0.9738,0.9738,0.9768,0.8394,0.7561,0.9432
0.55,0.04,0.9758,0.8513,0.8129,0.8998,0.977,0.9794,0.9758,0.9758,0.9788,0.85,0.7778,0.9371
0.55,0.05,0.9772,0.8561,0.822,0.8983,0.9782,0.9802,0.9772,0.9772,0.9802,0.8585,0.7935,0.9351
0.55,0.06,0.9785,0.8598,0.8328,0.8926,0.9793,0.9809,0.9785,0.9785,0.9815,0.8658,0.8106,0.929
0.55,0.07,0.9798,0.8646,0.841,0.8929,0.9805,0.9817,0.9798,0.9798,0.9828,0.874,0.8252,0.929
0.55,0.08,0.9799,0.8634,0.8435,0.8875,0.9805,0.9816,0.9799,0.9799,0.9829,0.8742,0.8303,0.9229
0.55,0.09,0.9803,0.863,0.8449,0.8841,0.9808,0.9816,0.9803,0.9803,0.9833,0.876,0.8386,0.9168
0.55,0.1,0.9811,0.8655,0.8499,0.8833,0.9815,0.9821,0.9811,0.9811,0.9841,0.8809,0.8493,0.9148
0.55,0.11,0.9816,0.8669,0.8548,0.8806,0.9819,0.9823,0.9816,0.9816,0.9846,0.8839,0.8585,0.9108
0.55,0.12,0.9819,0.8687,0.8577,0.8812,0.9821,0.9825,0.9819,0.9819,0.9848,0.8845,0.8615,0.9087
0.55,0.13,0.9822,0.8694,0.8598,0.8803,0.9823,0.9827,0.9822,0.9822,0.985,0.886,0.8663,0.9067
0.55,0.14,0.9824,0.8713,0.8635,0.8804,0.9826,0.9828,0.9824,0.9824,0.9852,0.8867,0.8694,0.9047
0.55,0.15,0.9826,0.8719,0.866,0.8788,0.9827,0.9829,0.9826,0.9826,0.9853,0.8873,0.8725,0.9026
0.55,0.16,0.9824,0.8711,0.8658,0.8773,0.9825,0.9828,0.9824,0.9824,0.9852,0.8862,0.8723,0.9006
0.55,0.17,0.9826,0.8712,0.8678,0.8754,0.9826,0.9828,0.9826,0.9826,0.9853,0.8867,0.877,0.8966
0.55,0.18,0.9823,0.8695,0.8673,0.8722,0.9824,0.9825,0.9823,0.9823,0.985,0.8844,0.8765,0.8925
0.55,0.19,0.9827,0.8717,0.8717,0.8723,0.9827,0.9828,0.9827,0.9827,0.9854,0.8871,0.8818,0.8925
0.55,0.2,0.9826,0.8709,0.8721,0.8703,0.9826,0.9826,0.9826,0.9826,0.9853,0.8857,0.8831,0.8884
0.55,0.21,0.9828,0.8723,0.8747,0.8704,0.9828,0.9828,0.9828,0.9828,0.9855,0.8875,0.8866,0.8884
0.55,0.22,0.9827,0.8708,0.875,0.867,0.9826,0.9826,0.9827,0.9827,0.9854,0.8862,0.888,0.8844
0.55,0.23,0.9826,0.8697,0.8746,0.8652,0.9825,0.9825,0.9826,0.9826,0.9853,0.885,0.8878,0.8824
0.55,0.24,0.9824,0.8679,0.8748,0.8615,0.9823,0.9823,0.9824,0.9824,0.9852,0.8837,0.8891,0.8783
0.55,0.25,0.9827,0.8695,0.8782,0.8616,0.9826,0.9825,0.9827,0.9827,0.9854,0.8855,0.8928,0.8783
0.55,0.26,0.9826,0.8686,0.878,0.86,0.9824,0.9824,0.9826,0.9826,0.9853,0.8843,0.8926,0.8763
0.55,0.27,0.9828,0.8699,0.8805,0.8601,0.9827,0.9826,0.9828,0.9828,0.9855,0.8862,0.8963,0.8763
0.55,0.28,0.9826,0.868,0.8816,0.8557,0.9824,0.9823,0.9826,0.9826,0.9853,0.8836,0.8975,0.8702
0.55,0.29,0.9822,0.8648,0.8808,0.8505,0.982,0.9819,0.9822,0.9822,0.9849,0.8802,0.8968,0.8641
0.55,0.3,0.9819,0.8633,0.8804,0.8479,0.9817,0.9816,0.9819,0.9819,0.9846,0.8778,0.8964,0.86
0.55,0.31,0.9818,0.8622,0.8801,0.8461,0.9815,0.9814,0.9818,0.9818,0.9845,0.8767,0.8962,0.858
0.55,0.32,0.9818,0.8619,0.8828,0.8433,0.9815,0.9814,0.9818,0.9818,0.9845,0.8762,0.8996,0.854
0.55,0.33,0.9819,0.8623,0.8837,0.8433,0.9816,0.9815,0.9819,0.9819,0.9846,0.8771,0.9015,0.854
0.55,0.34,0.9819,0.8622,0.8874,0.84,0.9816,0.9814,0.9819,0.9819,0.9845,0.8754,0.9048,0.8479
0.55,0.35,0.9816,0.8612,0.8899,0.8363,0.9812,0.9811,0.9816,0.9816,0.9841,0.8718,0.9041,0.8418
0.55,0.36,0.9814,0.8597,0.8895,0.8337,0.981,0.9808,0.9814,0.9814,0.9839,0.8695,0.9037,0.8377
0.55,0.37,0.9814,0.8597,0.8895,0.8337,0.981,0.9808,0.9814,0.9814,0.9839,0.8695,0.9037,0.8377
0.55,0.38,0.9814,0.8597,0.8895,0.8337,0.981,0.9808,0.9814,0.9814,0.9839,0.8695,0.9037,0.8377
0.55,0.39,0.9811,0.8578,0.8891,0.8306,0.9807,0.9805,0.9811,0.9811,0.9836,0.8671,0.9033,0.8337
0.55,0.4,0.9811,0.8578,0.8891,0.8306,0.9807,0.9805,0.9811,0.9811,0.9836,0.8671,0.9033,0.8337
0.55,0.41,0.9812,0.8592,0.8941,0.8291,0.9808,0.9807,0.9812,0.9812,0.9837,0.8677,0.9071,0.8316
0.55,0.42,0.9811,0.857,0.8936,0.8256,0.9806,0.9805,0.9811,0.9811,0.9836,0.8665,0.9069,0.8296
0.55,0.43,0.9811,0.857,0.8936,0.8256,0.9806,0.9805,0.9811,0.9811,0.9836,0.8665,0.9069,0.8296
0.55,0.44,0.9814,0.8575,0.8972,0.8239,0.9809,0.9808,0.9814,0.9814,0.9839,0.8681,0.9128,0.8276
0.55,0.45,0.9811,0.8556,0.8967,0.8207,0.9806,0.9805,0.9811,0.9811,0.9836,0.8657,0.9124,0.8235
0.55,0.46,0.9809,0.8544,0.8963,0.8187,0.9803,0.9802,0.9809,0.9809,0.9833,0.8632,0.912,0.8195
0.55,0.47,0.9807,0.8532,0.9,0.8138,0.9801,0.98,0.9807,0.9807,0.9832,0.8614,0.9155,0.8134
0.55,0.48,0.9805,0.8513,0.8995,0.811,0.9798,0.9797,0.9805,0.9805,0.9829,0.859,0.9151,0.8093
0.55,0.49,0.9805,0.8511,0.9003,0.81,0.9798,0.9797,0.9805,0.9805,0.9829,0.8587,0.9171,0.8073
0.55,0.5,0.9802,0.8492,0.8998,0.8072,0.9795,0.9794,0.9802,0.9802,0.9827,0.8562,0.9167,0.8032
0.55,0.51,0.9802,0.8492,0.8998,0.8072,0.9795,0.9794,0.9802,0.9802,0.9827,0.8562,0.9167,0.8032
0.55,0.52,0.9802,0.8502,0.9041,0.8056,0.9794,0.9794,0.9802,0.9802,0.9826,0.8547,0.9184,0.7992
0.55,0.53,0.9803,0.8507,0.9051,0.8057,0.9796,0.9795,0.9803,0.9803,0.9827,0.8556,0.9206,0.7992
0.55,0.54,0.9802,0.8497,0.9048,0.8041,0.9794,0.9793,0.9802,0.9802,0.9826,0.8543,0.9204,0.7972
0.55,0.55,0.9801,0.8474,0.9044,0.8006,0.9793,0.9792,0.9801,0.9801,0.9824,0.8531,0.9202,0.7951
0.56,0.0,0.9799,0.8478,0.9087,0.798,0.9791,0.9791,0.9799,0.9799,0.9822,0.8503,0.9218,0.789
0.56,0.01,0.9569,0.7924,0.7239,0.9018,0.9622,0.9728,0.9569,0.9569,0.9607,0.7588,0.6258,0.9635
0.56,0.02,0.9684,0.8226,0.7684,0.8981,0.9709,0.976,0.9684,0.9684,0.972,0.8132,0.7112,0.9493
0.56,0.03,0.974,0.8472,0.806,0.902,0.9756,0.9788,0.974,0.974,0.9771,0.8409,0.7586,0.9432
0.56,0.04,0.9759,0.852,0.8158,0.8983,0.9772,0.9795,0.9759,0.9759,0.979,0.8516,0.7804,0.9371
0.56,0.05,0.9773,0.8576,0.8252,0.8984,0.9784,0.9803,0.9773,0.9773,0.9803,0.8593,0.7948,0.9351
0.56,0.06,0.9786,0.8616,0.8366,0.8927,0.9794,0.9809,0.9786,0.9786,0.9815,0.8655,0.8117,0.927
0.56,0.07,0.9799,0.8665,0.8448,0.8929,0.9806,0.9818,0.9799,0.9799,0.9828,0.8738,0.8264,0.927
0.56,0.08,0.9801,0.8653,0.8474,0.8875,0.9806,0.9817,0.9801,0.9801,0.9829,0.8739,0.8315,0.9209
0.56,0.09,0.9805,0.8649,0.8487,0.8841,0.9809,0.9817,0.9805,0.9805,0.9833,0.8757,0.8399,0.9148
0.56,0.1,0.9812,0.8674,0.8538,0.8833,0.9816,0.9822,0.9812,0.9812,0.9841,0.8806,0.8507,0.9128
0.56,0.11,0.9818,0.8688,0.8587,0.8806,0.982,0.9824,0.9818,0.9818,0.9846,0.8836,0.8599,0.9087
0.56,0.12,0.982,0.8706,0.8616,0.8812,0.9822,0.9826,0.982,0.982,0.9848,0.8843,0.8629,0.9067
0.56,0.13,0.9823,0.8713,0.8637,0.8803,0.9825,0.9827,0.9823,0.9823,0.985,0.8858,0.8677,0.9047
0.56,0.14,0.9826,0.8732,0.8674,0.8804,0.9827,0.9829,0.9826,0.9826,0.9852,0.8865,0.8708,0.9026
0.56,0.15,0.9827,0.8738,0.8699,0.8789,0.9828,0.983,0.9827,0.9827,0.9853,0.8871,0.874,0.9006
0.56,0.16,0.9826,0.873,0.8697,0.8773,0.9827,0.9828,0.9826,0.9826,0.9852,0.886,0.8738,0.8986
0.56,0.17,0.9827,0.8731,0.8717,0.8754,0.9827,0.9829,0.9827,0.9827,0.9853,0.8864,0.8785,0.8945
0.56,0.18,0.9824,0.8713,0.8712,0.8723,0.9825,0.9826,0.9824,0.9824,0.985,0.8842,0.878,0.8905
