tau_1,tau_2,patch_acc_multi,patch_f1_macro,patch_pre_macro,patch_rec_macro,patch_f1_weighted,patch_pre_weighted,patch_rec_weighted,patch_f1_micro,patch_acc_bin,patch_f1_bin,patch_pre_bin,patch_rec_bin
0.92,0.73,0.9729,0.7805,0.958,0.6787,0.97,0.9724,0.9729,0.9729,0.9732,0.7494,0.9362,0.6247
0.92,0.74,0.9732,0.7811,0.9623,0.6773,0.9702,0.9728,0.9732,0.9732,0.9734,0.7506,0.9446,0.6227
0.92,0.75,0.9732,0.7808,0.9654,0.6753,0.9702,0.9728,0.9732,0.9732,0.9734,0.7494,0.9502,0.6187
0.92,0.76,0.9728,0.7778,0.965,0.6712,0.9697,0.9724,0.9728,0.9728,0.973,0.7448,0.9497,0.6126
0.92,0.77,0.9723,0.7718,0.9645,0.6647,0.969,0.9719,0.9723,0.9723,0.9725,0.7385,0.949,0.6045
0.92,0.78,0.9723,0.7658,0.9691,0.6559,0.9688,0.972,0.9723,0.9723,0.9725,0.7366,0.9578,0.5984
0.92,0.79,0.9717,0.7597,0.9687,0.6491,0.9681,0.9715,0.9717,0.9717,0.972,0.7302,0.9572,0.5903
0.92,0.8,0.9719,0.7602,0.9699,0.6491,0.9683,0.9717,0.9719,0.9719,0.9721,0.7312,0.9604,0.5903
0.92,0.81,0.9716,0.7571,0.9697,0.6457,0.9679,0.9714,0.9716,0.9716,0.9719,0.728,0.9601,0.5862
0.92,0.82,0.9714,0.7557,0.9695,0.6437,0.9676,0.9711,0.9714,0.9714,0.9716,0.7247,0.9599,0.5822
0.92,0.83,0.9712,0.753,0.9705,0.6404,0.9673,0.9711,0.9712,0.9712,0.9715,0.7224,0.9628,0.5781
0.92,0.84,0.9711,0.7508,0.9739,0.6366,0.9671,0.971,0.9711,0.9711,0.9714,0.7194,0.9691,0.572
0.92,0.85,0.971,0.7478,0.9739,0.6331,0.9669,0.9709,0.971,0.971,0.9712,0.7178,0.969,0.57
0.92,0.86,0.9706,0.7455,0.9735,0.63,0.9664,0.9705,0.9706,0.9706,0.9708,0.7128,0.9686,0.5639
0.92,0.87,0.9703,0.741,0.9747,0.624,0.9661,0.9703,0.9703,0.9703,0.9706,0.7088,0.9717,0.5578
0.92,0.88,0.9698,0.7351,0.9744,0.6169,0.9654,0.9698,0.9698,0.9698,0.9701,0.7021,0.9713,0.5497
0.92,0.89,0.9694,0.7291,0.9769,0.6089,0.9648,0.9695,0.9694,0.9694,0.9697,0.6954,0.9779,0.5396
0.92,0.9,0.9686,0.7197,0.979,0.5974,0.9637,0.9689,0.9686,0.9686,0.9689,0.6843,0.9811,0.5254
0.92,0.91,0.968,0.7122,0.9788,0.5888,0.9628,0.9682,0.968,0.968,0.9682,0.6755,0.9807,0.5152
0.92,0.92,0.9667,0.6934,0.9781,0.5687,0.961,0.967,0.9667,0.9667,0.9669,0.6577,0.9799,0.4949
0.93,0.0,0.9664,0.6905,0.9778,0.5659,0.9607,0.9667,0.9664,0.9664,0.9667,0.6541,0.9798,0.4909
0.93,0.01,0.9585,0.7999,0.7758,0.8528,0.9623,0.9699,0.9585,0.9585,0.9589,0.729,0.6315,0.8621
0.93,0.02,0.9686,0.8256,0.8205,0.8448,0.97,0.9731,0.9686,0.9686,0.969,0.7776,0.721,0.8438
0.93,0.03,0.9725,0.8411,0.8511,0.8437,0.9733,0.9752,0.9725,0.9725,0.9729,0.7992,0.7624,0.8398
0.93,0.04,0.9743,0.8455,0.8587,0.8426,0.9748,0.9761,0.9743,0.9743,0.9747,0.8098,0.7837,0.8377
0.93,0.05,0.9757,0.8501,0.8691,0.841,0.976,0.977,0.9757,0.9757,0.976,0.8175,0.8,0.8357
0.93,0.06,0.9764,0.8514,0.8782,0.8352,0.9766,0.9774,0.9764,0.9764,0.9767,0.8201,0.8127,0.8276
0.93,0.07,0.9776,0.8557,0.886,0.8355,0.9776,0.9782,0.9776,0.9776,0.9779,0.8276,0.8276,0.8276
0.93,0.08,0.9776,0.8537,0.8881,0.83,0.9775,0.9781,0.9776,0.9776,0.9779,0.8265,0.8316,0.8215
0.93,0.09,0.9775,0.8451,0.8949,0.8126,0.9772,0.9777,0.9775,0.9775,0.9777,0.8232,0.8397,0.8073
0.93,0.1,0.9783,0.8477,0.9005,0.8118,0.9779,0.9783,0.9783,0.9783,0.9785,0.8279,0.8519,0.8053
0.93,0.11,0.9781,0.8434,0.9057,0.7999,0.9776,0.9779,0.9781,0.9781,0.9784,0.8245,0.8609,0.7911
0.93,0.12,0.9783,0.8432,0.9086,0.7972,0.9776,0.9779,0.9783,0.9783,0.9785,0.8247,0.8661,0.787
0.93,0.13,0.9785,0.8439,0.9108,0.7963,0.9779,0.9781,0.9785,0.9785,0.9788,0.826,0.8716,0.785
0.93,0.14,0.9786,0.8443,0.9116,0.7963,0.978,0.9782,0.9786,0.9786,0.9789,0.8269,0.8736,0.785
0.93,0.15,0.9789,0.8458,0.9152,0.7963,0.9782,0.9785,0.9789,0.9789,0.9792,0.8287,0.8776,0.785
0.93,0.16,0.9786,0.8446,0.9148,0.7943,0.9779,0.9782,0.9786,0.9786,0.9789,0.8262,0.877,0.7809
0.93,0.17,0.9788,0.8447,0.917,0.7924,0.978,0.9782,0.9788,0.9788,0.979,0.8263,0.8825,0.7769
0.93,0.18,0.9786,0.8438,0.9168,0.7908,0.9779,0.9781,0.9786,0.9786,0.9789,0.8251,0.8822,0.7748
0.93,0.19,0.979,0.8461,0.9225,0.7909,0.9782,0.9785,0.979,0.979,0.9793,0.8277,0.8884,0.7748
0.93,0.2,0.9789,0.8454,0.923,0.7889,0.9781,0.9783,0.9789,0.9789,0.9792,0.8261,0.8899,0.7708
0.93,0.21,0.979,0.8461,0.9247,0.789,0.9782,0.9785,0.979,0.979,0.9793,0.827,0.892,0.7708
0.93,0.22,0.979,0.8456,0.9254,0.7874,0.9782,0.9785,0.979,0.979,0.9793,0.8266,0.8939,0.7688
0.93,0.23,0.979,0.8456,0.9254,0.7874,0.9782,0.9785,0.979,0.979,0.9793,0.8266,0.8939,0.7688
0.93,0.24,0.9785,0.8394,0.9248,0.7783,0.9775,0.9778,0.9785,0.9785,0.9788,0.8211,0.8947,0.7586
0.93,0.25,0.9788,0.8411,0.9294,0.7783,0.9778,0.9782,0.9788,0.9788,0.979,0.8229,0.899,0.7586
0.93,0.26,0.9788,0.8411,0.9294,0.7783,0.9778,0.9782,0.9788,0.9788,0.979,0.8229,0.899,0.7586
0.93,0.27,0.9789,0.8397,0.9325,0.7749,0.9779,0.9783,0.9789,0.9789,0.9792,0.8234,0.9031,0.7566
0.93,0.28,0.9784,0.8363,0.9341,0.7685,0.9772,0.9778,0.9784,0.9784,0.9786,0.8178,0.9042,0.7465
0.93,0.29,0.9783,0.8353,0.9339,0.7669,0.9771,0.9777,0.9783,0.9783,0.9785,0.8165,0.9039,0.7444
0.93,0.3,0.978,0.8337,0.9336,0.7644,0.9768,0.9774,0.978,0.978,0.9783,0.8138,0.9035,0.7404
0.93,0.31,0.9779,0.8324,0.9334,0.7625,0.9767,0.9772,0.9779,0.9779,0.9781,0.8125,0.9032,0.7383
0.93,0.32,0.9776,0.8311,0.933,0.7605,0.9764,0.9769,0.9776,0.9776,0.9779,0.8098,0.9027,0.7343
0.93,0.33,0.9777,0.8315,0.9339,0.7606,0.9765,0.9771,0.9777,0.9777,0.978,0.8108,0.905,0.7343
0.93,0.34,0.9779,0.8318,0.9373,0.7591,0.9766,0.9772,0.9779,0.9779,0.9781,0.8112,0.9093,0.7323
0.93,0.35,0.9777,0.8304,0.9371,0.7572,0.9764,0.9771,0.9777,0.9777,0.978,0.8099,0.9091,0.7302
0.93,0.36,0.9773,0.8261,0.9366,0.7511,0.976,0.9767,0.9773,0.9773,0.9776,0.8059,0.9084,0.7241
0.93,0.37,0.9773,0.8261,0.9366,0.7511,0.976,0.9767,0.9773,0.9773,0.9776,0.8059,0.9084,0.7241
0.93,0.38,0.9773,0.8261,0.9366,0.7511,0.976,0.9767,0.9773,0.9773,0.9776,0.8059,0.9084,0.7241
0.93,0.39,0.9773,0.8261,0.9366,0.7511,0.976,0.9767,0.9773,0.9773,0.9776,0.8059,0.9084,0.7241
0.93,0.4,0.9773,0.8261,0.9366,0.7511,0.976,0.9767,0.9773,0.9773,0.9776,0.8059,0.9084,0.7241
0.93,0.41,0.9773,0.8259,0.9391,0.7496,0.976,0.9767,0.9773,0.9773,0.9776,0.8054,0.9105,0.7221
0.93,0.42,0.9773,0.8259,0.9391,0.7496,0.976,0.9767,0.9773,0.9773,0.9776,0.8054,0.9105,0.7221
0.93,0.43,0.9773,0.8259,0.9391,0.7496,0.976,0.9767,0.9773,0.9773,0.9776,0.8054,0.9105,0.7221
0.93,0.44,0.9776,0.8262,0.9437,0.7479,0.9762,0.9771,0.9776,0.9776,0.9779,0.8068,0.9173,0.7201
0.93,0.45,0.9773,0.8242,0.9433,0.7447,0.9759,0.9768,0.9773,0.9773,0.9776,0.8041,0.9169,0.716
0.93,0.46,0.9772,0.8235,0.9432,0.7437,0.9757,0.9766,0.9772,0.9772,0.9775,0.8027,0.9167,0.714
0.93,0.47,0.9773,0.8246,0.9497,0.7422,0.9758,0.9768,0.9773,0.9773,0.9776,0.8032,0.9213,0.712
0.93,0.48,0.9772,0.824,0.9495,0.7412,0.9757,0.9767,0.9772,0.9772,0.9775,0.8018,0.9211,0.7099
0.93,0.49,0.9772,0.8238,0.9503,0.7402,0.9756,0.9767,0.9772,0.9772,0.9775,0.8014,0.9233,0.7079
0.93,0.5,0.977,0.8217,0.9501,0.7374,0.9753,0.9764,0.977,0.977,0.9772,0.7986,0.9229,0.7039
0.93,0.51,0.977,0.8217,0.9501,0.7374,0.9753,0.9764,0.977,0.977,0.9772,0.7986,0.9229,0.7039
0.93,0.52,0.9771,0.8221,0.9511,0.7374,0.9755,0.9766,0.9771,0.9771,0.9773,0.7995,0.9253,0.7039
0.93,0.53,0.9772,0.8226,0.9521,0.7375,0.9756,0.9767,0.9772,0.9772,0.9775,0.8005,0.9278,0.7039
0.93,0.54,0.9771,0.8215,0.9519,0.7359,0.9754,0.9766,0.9771,0.9771,0.9773,0.7991,0.9276,0.7018
0.93,0.55,0.977,0.8187,0.9519,0.7324,0.9753,0.9764,0.977,0.977,0.9772,0.7977,0.9274,0.6998
0.93,0.56,0.9768,0.8181,0.9518,0.7314,0.9751,0.9763,0.9768,0.9768,0.9771,0.7963,0.9272,0.6978
0.93,0.57,0.9766,0.8168,0.9514,0.7294,0.9748,0.976,0.9766,0.9766,0.9768,0.7935,0.9268,0.6937
0.93,0.58,0.9768,0.8182,0.9552,0.7294,0.9751,0.9763,0.9768,0.9768,0.9771,0.7953,0.9319,0.6937
0.93,0.59,0.9762,0.8134,0.9562,0.7215,0.9743,0.9756,0.9762,0.9762,0.9764,0.7878,0.9333,0.6815
0.93,0.6,0.9762,0.8134,0.9562,0.7215,0.9743,0.9756,0.9762,0.9762,0.9764,0.7878,0.9333,0.6815
0.93,0.61,0.9758,0.8098,0.9558,0.7168,0.9738,0.9752,0.9758,0.9758,0.976,0.7835,0.9328,0.6755
0.93,0.62,0.9757,0.808,0.9587,0.7134,0.9736,0.9752,0.9757,0.9757,0.9759,0.7816,0.935,0.6714
0.93,0.63,0.9754,0.8049,0.9585,0.7098,0.9733,0.9749,0.9754,0.9754,0.9757,0.7787,0.9347,0.6673
0.93,0.64,0.975,0.8011,0.9582,0.7051,0.9728,0.9745,0.975,0.975,0.9753,0.7743,0.9341,0.6613
0.93,0.65,0.9747,0.7979,0.958,0.7014,0.9724,0.9743,0.9747,0.9747,0.975,0.7714,0.9337,0.6572
0.93,0.66,0.9747,0.7979,0.958,0.7014,0.9724,0.9743,0.9747,0.9747,0.975,0.7714,0.9337,0.6572
0.93,0.67,0.9745,0.7957,0.9577,0.6983,0.9721,0.974,0.9745,0.9745,0.9747,0.7685,0.9333,0.6531
0.93,0.68,0.9743,0.7941,0.9576,0.6965,0.9719,0.9739,0.9743,0.9743,0.9746,0.767,0.9331,0.6511
0.93,0.69,0.974,0.7901,0.9572,0.6918,0.9714,0.9735,0.974,0.974,0.9742,0.7626,0.9326,0.645
0.93,0.7,0.9741,0.7893,0.9594,0.69,0.9715,0.9736,0.9741,0.9741,0.9743,0.7629,0.9379,0.643
0.93,0.71,0.9738,0.7875,0.9591,0.6874,0.9712,0.9734,0.9738,0.9738,0.9741,0.76,0.9375,0.6389
0.93,0.72,0.9736,0.784,0.9588,0.6838,0.9708,0.9731,0.9736,0.9736,0.9738,0.757,0.9371,0.6349
0.93,0.73,0.9729,0.7805,0.958,0.6787,0.97,0.9724,0.9729,0.9729,0.9732,0.7494,0.9362,0.6247
0.93,0.74,0.9732,0.7811,0.9623,0.6773,0.9702,0.9728,0.9732,0.9732,0.9734,0.7506,0.9446,0.6227
0.93,0.75,0.9732,0.7808,0.9654,0.6753,0.9702,0.9728,0.9732,0.9732,0.9734,0.7494,0.9502,0.6187
0.93,0.76,0.9728,0.7778,0.965,0.6712,0.9697,0.9724,0.9728,0.9728,0.973,0.7448,0.9497,0.6126
0.93,0.77,0.9723,0.7718,0.9645,0.6647,0.969,0.9719,0.9723,0.9723,0.9725,0.7385,0.949,0.6045
0.93,0.78,0.9723,0.7658,0.9691,0.6559,0.9688,0.972,0.9723,0.9723,0.9725,0.7366,0.9578,0.5984
0.93,0.79,0.9717,0.7597,0.9687,0.6491,0.9681,0.9715,0.9717,0.9717,0.972,0.7302,0.9572,0.5903
0.93,0.8,0.9719,0.7602,0.9699,0.6491,0.9683,0.9717,0.9719,0.9719,0.9721,0.7312,0.9604,0.5903
0.93,0.81,0.9716,0.7571,0.9697,0.6457,0.9679,0.9714,0.9716,0.9716,0.9719,0.728,0.9601,0.5862
0.93,0.82,0.9714,0.7557,0.9695,0.6437,0.9676,0.9711,0.9714,0.9714,0.9716,0.7247,0.9599,0.5822
0.93,0.83,0.9712,0.753,0.9705,0.6404,0.9673,0.9711,0.9712,0.9712,0.9715,0.7224,0.9628,0.5781
0.93,0.84,0.9711,0.7508,0.9739,0.6366,0.9671,0.971,0.9711,0.9711,0.9714,0.7194,0.9691,0.572
0.93,0.85,0.971,0.7478,0.9739,0.6331,0.9669,0.9709,0.971,0.971,0.9712,0.7178,0.969,0.57
0.93,0.86,0.9706,0.7455,0.9735,0.63,0.9664,0.9705,0.9706,0.9706,0.9708,0.7128,0.9686,0.5639
0.93,0.87,0.9703,0.741,0.9747,0.624,0.9661,0.9703,0.9703,0.9703,0.9706,0.7088,0.9717,0.5578
0.93,0.88,0.9698,0.7351,0.9744,0.6169,0.9654,0.9698,0.9698,0.9698,0.9701,0.7021,0.9713,0.5497
0.93,0.89,0.9694,0.7291,0.9769,0.6089,0.9648,0.9695,0.9694,0.9694,0.9697,0.6954,0.9779,0.5396
0.93,0.9,0.9686,0.7197,0.979,0.5974,0.9637,0.9689,0.9686,0.9686,0.9689,0.6843,0.9811,0.5254
0.93,0.91,0.968,0.7122,0.9788,0.5888,0.9628,0.9682,0.968,0.968,0.9682,0.6755,0.9807,0.5152
0.93,0.92,0.9667,0.6934,0.9781,0.5687,0.961,0.967,0.9667,0.9667,0.9669,0.6577,0.9799,0.4949
0.93,0.93,0.9664,0.6905,0.9778,0.5659,0.9607,0.9667,0.9664,0.9664,0.9667,0.6541,0.9798,0.4909
0.94,0.0,0.965,0.6707,0.9771,0.5459,0.9586,0.9654,0.965,0.965,0.9652,0.6337,0.9788,0.4686
0.94,0.01,0.9582,0.7943,0.7773,0.8423,0.9619,0.9696,0.9582,0.9582,0.9586,0.7263,0.6308,0.856
0.94,0.02,0.9684,0.82,0.8231,0.8343,0.9697,0.9728,0.9684,0.9684,0.9688,0.7749,0.7208,0.8377
0.94,0.03,0.9717,0.829,0.8525,0.8223,0.9723,0.9742,0.9717,0.9717,0.9721,0.791,0.7627,0.8215
0.94,0.04,0.9736,0.8333,0.8601,0.8211,0.9738,0.9751,0.9736,0.9736,0.974,0.8016,0.7845,0.8195
0.94,0.05,0.9747,0.8372,0.8693,0.8196,0.9748,0.9759,0.9747,0.9747,0.9751,0.8084,0.7996,0.8174
0.94,0.06,0.9755,0.8384,0.8786,0.8137,0.9754,0.9763,0.9755,0.9755,0.9758,0.811,0.8126,0.8093
0.94,0.07,0.9766,0.8418,0.8849,0.814,0.9764,0.977,0.9766,0.9766,0.9768,0.8176,0.8261,0.8093
0.94,0.08,0.9766,0.8397,0.8869,0.8085,0.9763,0.9769,0.9766,0.9766,0.9768,0.8165,0.8302,0.8032
0.94,0.09,0.9764,0.8304,0.8939,0.7911,0.9759,0.9765,0.9764,0.9764,0.9767,0.813,0.8384,0.789
0.94,0.1,0.9772,0.833,0.8996,0.7903,0.9766,0.9771,0.9772,0.9772,0.9775,0.8177,0.8509,0.787
0.94,0.11,0.9771,0.8282,0.9049,0.7784,0.9763,0.9767,0.9771,0.9771,0.9773,0.8141,0.86,0.7728
0.94,0.12,0.9773,0.8292,0.9083,0.7775,0.9765,0.9769,0.9773,0.9773,0.9776,0.8155,0.8656,0.7708
0.94,0.13,0.9776,0.8299,0.9105,0.7766,0.9767,0.9771,0.9776,0.9776,0.9779,0.8168,0.8713,0.7688
0.94,0.14,0.9777,0.8304,0.9113,0.7766,0.9768,0.9772,0.9777,0.9777,0.978,0.8177,0.8733,0.7688
0.94,0.15,0.978,0.8319,0.9151,0.7767,0.9771,0.9775,0.978,0.978,0.9783,0.8195,0.8773,0.7688
0.94,0.16,0.9777,0.8307,0.9147,0.7747,0.9768,0.9772,0.9777,0.9777,0.978,0.8169,0.8767,0.7647
0.94,0.17,0.9779,0.8308,0.9168,0.7727,0.9769,0.9772,0.9779,0.9779,0.9781,0.817,0.8824,0.7606
0.94,0.18,0.9777,0.8299,0.9167,0.7712,0.9767,0.9771,0.9777,0.9777,0.978,0.8157,0.8821,0.7586
0.94,0.19,0.9781,0.8322,0.9228,0.7713,0.9771,0.9776,0.9781,0.9781,0.9784,0.8184,0.8884,0.7586
0.94,0.2,0.978,0.8314,0.9233,0.7693,0.9769,0.9774,0.978,0.978,0.9783,0.8167,0.89,0.7546
0.94,0.21,0.9781,0.8321,0.9249,0.7693,0.9771,0.9775,0.9781,0.9781,0.9784,0.8176,0.8921,0.7546
0.94,0.22,0.9781,0.8316,0.9256,0.7678,0.977,0.9775,0.9781,0.9781,0.9784,0.8172,0.894,0.7525
0.94,0.23,0.9781,0.8316,0.9256,0.7678,0.977,0.9775,0.9781,0.9781,0.9784,0.8172,0.894,0.7525
0.94,0.24,0.9776,0.8251,0.925,0.7586,0.9763,0.9769,0.9776,0.9776,0.9779,0.8115,0.8949,0.7424
0.94,0.25,0.9777,0.8259,0.9274,0.7586,0.9765,0.9771,0.9777,0.9777,0.978,0.8124,0.8971,0.7424
0.94,0.26,0.9777,0.8259,0.9274,0.7586,0.9765,0.9771,0.9777,0.9777,0.978,0.8124,0.8971,0.7424
0.94,0.27,0.9779,0.8243,0.9307,0.7552,0.9765,0.9772,0.9779,0.9779,0.9781,0.8129,0.9012,0.7404
0.94,0.28,0.9773,0.8209,0.9324,0.7488,0.9759,0.9767,0.9773,0.9773,0.9776,0.8072,0.9023,0.7302
0.94,0.29,0.9772,0.8199,0.9322,0.7472,0.9758,0.9766,0.9772,0.9772,0.9775,0.8058,0.902,0.7282
0.94,0.3,0.977,0.8183,0.9319,0.7447,0.9755,0.9763,0.977,0.977,0.9772,0.8031,0.9015,0.7241
0.94,0.31,0.9768,0.8168,0.9316,0.7428,0.9753,0.9761,0.9768,0.9768,0.9771,0.8018,0.9013,0.7221
0.94,0.32,0.9766,0.8156,0.9313,0.7408,0.975,0.9758,0.9766,0.9766,0.9768,0.7991,0.9008,0.7181
0.94,0.33,0.9767,0.816,0.9322,0.7409,0.9752,0.976,0.9767,0.9767,0.977,0.8,0.9031,0.7181
0.94,0.34,0.9768,0.8163,0.9357,0.7394,0.9753,0.9762,0.9768,0.9768,0.9771,0.8005,0.9075,0.716
0.94,0.35,0.9767,0.8148,0.9355,0.7375,0.9751,0.976,0.9767,0.9767,0.977,0.7991,0.9072,0.714
0.94,0.36,0.9763,0.8103,0.935,0.7314,0.9746,0.9756,0.9763,0.9763,0.9766,0.795,0.9065,0.7079
0.94,0.37,0.9763,0.8103,0.935,0.7314,0.9746,0.9756,0.9763,0.9763,0.9766,0.795,0.9065,0.7079
0.94,0.38,0.9763,0.8103,0.935,0.7314,0.9746,0.9756,0.9763,0.9763,0.9766,0.795,0.9065,0.7079
0.94,0.39,0.9763,0.8103,0.935,0.7314,0.9746,0.9756,0.9763,0.9763,0.9766,0.795,0.9065,0.7079
0.94,0.4,0.9763,0.8103,0.935,0.7314,0.9746,0.9756,0.9763,0.9763,0.9766,0.795,0.9065,0.7079
0.94,0.41,0.9763,0.8101,0.9377,0.7299,0.9746,0.9757,0.9763,0.9763,0.9766,0.7945,0.9086,0.7059
0.94,0.42,0.9763,0.8101,0.9377,0.7299,0.9746,0.9757,0.9763,0.9763,0.9766,0.7945,0.9086,0.7059
0.94,0.43,0.9763,0.8101,0.9377,0.7299,0.9746,0.9757,0.9763,0.9763,0.9766,0.7945,0.9086,0.7059
0.94,0.44,0.9766,0.8103,0.9425,0.7282,0.9748,0.976,0.9766,0.9766,0.9768,0.7959,0.9156,0.7039
0.94,0.45,0.9763,0.8083,0.9421,0.725,0.9745,0.9757,0.9763,0.9763,0.9766,0.7931,0.9151,0.6998
0.94,0.46,0.9762,0.8076,0.9419,0.724,0.9744,0.9756,0.9762,0.9762,0.9764,0.7917,0.9149,0.6978
0.94,0.47,0.9763,0.8087,0.949,0.7225,0.9745,0.9758,0.9763,0.9763,0.9766,0.7921,0.9196,0.6957
0.94,0.48,0.9762,0.808,0.9488,0.7215,0.9743,0.9757,0.9762,0.9762,0.9764,0.7908,0.9194,0.6937
0.94,0.49,0.9762,0.8078,0.9497,0.7205,0.9743,0.9757,0.9762,0.9762,0.9764,0.7903,0.9216,0.6917
0.94,0.5,0.9759,0.8057,0.9494,0.7177,0.974,0.9754,0.9759,0.9759,0.9762,0.7875,0.9212,0.6876
0.94,0.51,0.9759,0.8057,0.9494,0.7177,0.974,0.9754,0.9759,0.9759,0.9762,0.7875,0.9212,0.6876
0.94,0.52,0.976,0.8061,0.9504,0.7177,0.9741,0.9755,0.976,0.976,0.9763,0.7884,0.9237,0.6876
0.94,0.53,0.9762,0.8066,0.9514,0.7178,0.9742,0.9757,0.9762,0.9762,0.9764,0.7893,0.9262,0.6876
0.94,0.54,0.976,0.8055,0.9512,0.7162,0.9741,0.9755,0.976,0.976,0.9763,0.7879,0.926,0.6856
0.94,0.55,0.9759,0.8025,0.9512,0.7127,0.9739,0.9754,0.9759,0.9759,0.9762,0.7865,0.9258,0.6836
0.94,0.56,0.9758,0.8019,0.9511,0.7117,0.9738,0.9752,0.9758,0.9758,0.976,0.785,0.9256,0.6815
0.94,0.57,0.9755,0.8006,0.9507,0.7097,0.9735,0.975,0.9755,0.9755,0.9758,0.7822,0.9252,0.6775
0.94,0.58,0.9758,0.802,0.9545,0.7097,0.9737,0.9753,0.9758,0.9758,0.976,0.784,0.9304,0.6775
0.94,0.59,0.9751,0.7971,0.9555,0.7018,0.9729,0.9746,0.9751,0.9751,0.9754,0.7763,0.9318,0.6653
0.94,0.6,0.9751,0.7971,0.9555,0.7018,0.9729,0.9746,0.9751,0.9751,0.9754,0.7763,0.9318,0.6653
0.94,0.61,0.9749,0.7949,0.9552,0.6989,0.9726,0.9743,0.9749,0.9749,0.9751,0.7734,0.9314,0.6613
0.94,0.62,0.9747,0.793,0.9582,0.6956,0.9724,0.9743,0.9747,0.9747,0.975,0.7714,0.9337,0.6572
0.94,0.63,0.9745,0.7898,0.9581,0.6919,0.972,0.9741,0.9745,0.9745,0.9747,0.7685,0.9333,0.6531
0.94,0.64,0.9741,0.7858,0.9577,0.6872,0.9715,0.9736,0.9741,0.9741,0.9743,0.7641,0.9327,0.6471
0.94,0.65,0.9738,0.7825,0.9575,0.6835,0.9712,0.9734,0.9738,0.9738,0.9741,0.7611,0.9324,0.643
0.94,0.66,0.9738,0.7825,0.9575,0.6835,0.9712,0.9734,0.9738,0.9738,0.9741,0.7611,0.9324,0.643
0.94,0.67,0.9736,0.7803,0.9572,0.6804,0.9709,0.9731,0.9736,0.9736,0.9738,0.7581,0.932,0.6389
0.94,0.68,0.9734,0.7785,0.9571,0.6786,0.9707,0.973,0.9734,0.9734,0.9737,0.7566,0.9318,0.6369
0.94,0.69,0.973,0.7744,0.9568,0.6739,0.9702,0.9726,0.973,0.973,0.9733,0.7521,0.9311,0.6308
0.94,0.7,0.9732,0.7735,0.9589,0.6721,0.9702,0.9728,0.9732,0.9732,0.9734,0.7524,0.9366,0.6288
0.94,0.71,0.9729,0.7717,0.9585,0.6696,0.9699,0.9725,0.9729,0.9729,0.9732,0.7494,0.9362,0.6247
0.94,0.72,0.9729,0.7717,0.9585,0.6696,0.9699,0.9725,0.9729,0.9729,0.9732,0.7494,0.9362,0.6247
0.94,0.73,0.9723,0.7682,0.9577,0.6645,0.9691,0.9718,0.9723,0.9723,0.9725,0.7417,0.9352,0.6146
0.94,0.74,0.9725,0.7687,0.962,0.6631,0.9694,0.9721,0.9725,0.9725,0.9728,0.7429,0.9437,0.6126
0.94,0.75,0.9725,0.7685,0.9651,0.6611,0.9693,0.9722,0.9725,0.9725,0.9728,0.7417,0.9494,0.6085
0.94,0.76,0.9721,0.7655,0.9647,0.657,0.9688,0.9718,0.9721,0.9721,0.9724,0.737,0.9489,0.6024
0.94,0.77,0.9717,0.7611,0.9643,0.6523,0.9683,0.9714,0.9717,0.9717,0.972,0.7323,0.9484,0.5963
0.94,0.78,0.9719,0.7579,0.9689,0.647,0.9683,0.9716,0.9719,0.9719,0.9721,0.7318,0.9574,0.5923
0.94,0.79,0.9712,0.7506,0.9684,0.6387,0.9674,0.971,0.9712,0.9712,0.9715,0.7238,0.9567,0.5822
0.94,0.8,0.9714,0.7511,0.9697,0.6387,0.9675,0.9712,0.9714,0.9714,0.9716,0.7247,0.9599,0.5822
0.94,0.81,0.9711,0.748,0.9694,0.6353,0.9672,0.9709,0.9711,0.9711,0.9714,0.7215,0.9596,0.5781
0.94,0.82,0.9708,0.7465,0.9692,0.6333,0.9669,0.9706,0.9708,0.9708,0.9711,0.7183,0.9593,0.574
0.94,0.83,0.9707,0.7438,0.9703,0.6299,0.9666,0.9706,0.9707,0.9707,0.971,0.7159,0.9623,0.57
0.94,0.84,0.9706,0.7415,0.9736,0.6261,0.9664,0.9705,0.9706,0.9706,0.9708,0.7128,0.9686,0.5639
0.94,0.85,0.9704,0.7384,0.9736,0.6226,0.9662,0.9704,0.9704,0.9704,0.9707,0.7112,0.9685,0.5619
0.94,0.86,0.9701,0.7362,0.9732,0.6196,0.9657,0.97,0.9701,0.9701,0.9703,0.7062,0.9682,0.5558
0.94,0.87,0.9698,0.7314,0.9744,0.6136,0.9653,0.9698,0.9698,0.9698,0.9701,0.7021,0.9713,0.5497
0.94,0.88,0.9693,0.7254,0.9741,0.6065,0.9647,0.9693,0.9693,0.9693,0.9695,0.6953,0.9709,0.5416
0.94,0.89,0.9689,0.7193,0.9766,0.5985,0.964,0.969,0.9689,0.9689,0.9691,0.6886,0.9776,0.5314
0.94,0.9,0.9681,0.7097,0.9788,0.587,0.9629,0.9684,0.9681,0.9681,0.9684,0.6773,0.9808,0.5172
0.94,0.91,0.9674,0.702,0.9785,0.5784,0.9621,0.9677,0.9674,0.9674,0.9677,0.6684,0.9804,0.5071
0.94,0.92,0.9663,0.6863,0.9779,0.5618,0.9605,0.9666,0.9663,0.9663,0.9665,0.6522,0.9797,0.4888
